,Symbol,Description,Category2,Category3,GICSSector,MarketCap,DividendYield,Country,Action,InstrumentId
167,APH,Amphenol Corp,Common stocks,Large cap,Information Technology,"$47,048,174,332",1.01%,USA,Analyze,41f91fc0-613b-4076-b8de-f989e14f2d72
168,AZO,Autozone Inc,Common stocks,Large cap,Consumer Discretionary,"$46,839,705,683",0.00%,USA,Analyze,7b63cafd-9b29-4b52-a567-ebc6282f977a
169,STZ,Constellation Brands Class A,Common stocks,Large cap,Consumer Staples,"$46,537,438,597",1.29%,USA,Analyze,4d3a760b-152a-4055-91ba-fd955253f631
170,SNOW,Snowflake Inc. Class A,Common stocks,Large cap,Information Technology,"$46,521,600,000",0.00%,USA,Analyze,82667566-84de-43a8-b6f2-4516ca9edb71
171,ROP,Roper Technologies Inc,Common stocks,Large cap,Information Technology,"$46,496,402,035",0.56%,USA,Analyze,57ccdcb7-999d-495e-b8da-59bade25f60c
172,HSY,Hershey Foods,Common stocks,Large cap,Consumer Staples,"$46,409,604,000",1.64%,USA,Analyze,4b3b3d1f-77ce-4097-925f-d8ad00a872c3
173,KHC,Kraft Heinz,Common stocks,Large cap,Consumer Staples,"$46,388,105,311",4.16%,USA,Analyze,76d02930-ce09-4188-9e4c-71155b20d7a2
174,DXCM,Dexcom Inc,Common stocks,Large cap,Health Care,"$46,289,173,700",0.00%,USA,Analyze,94ba5ec4-5f31-4640-b0a4-a8e93fbd2a31
175,JCI,Johnson Controls International Plc,Common stocks,Large cap,Industrials,"$45,916,094,398",2.06%,USA,Analyze,9b1b5bcc-c4d2-4bcb-95a5-7b0ab2e6c987
176,LHX,"L3Harris Technologies, Inc.",Common stocks,Large cap,Industrials,"$45,571,004,955",1.82%,USA,Analyze,7fa50b5d-7ef0-4ae3-b96a-e1fff4fb83a5
177,CTAS,Cintas Corp,Common stocks,Large cap,Industrials,"$45,137,911,527",0.90%,USA,Analyze,20273240-1f75-4548-aa06-c7b7f3b5d836
178,DVN,Devon Energy Corp,Common stocks,Large cap,Energy,"$45,092,226,000",4.69%,USA,Analyze,dc5660e1-36b0-466e-94e1-8cc88ae597eb
179,AIG,American International Group Inc,Common stocks,Large cap,Financials,"$45,017,158,806",2.09%,USA,Analyze,c80c08cd-8291-4d20-a2b7-e475e63da8df
180,EW,Edwards Lifesciences Corp,Common stocks,Large cap,Health Care,"$44,854,799,202",0.00%,USA,Analyze,87286e68-c1fc-46c2-8df8-dc406bcb2c73
181,CDNS,Cadence Design Systems Inc,Common stocks,Large cap,Information technology,"$44,444,678,320",0.00%,USA,Analyze,30cdd673-98fd-4550-b3c7-3c5536587033
182,PAYX,Paychex Inc,Common stocks,Large cap,Information Technology,"$43,745,425,192",2.47%,USA,Analyze,f2456068-8002-4486-b06b-101c03cfff1c
183,AFL,Aflac Inc,Common stocks,Large cap,Financials,"$43,506,545,543",2.17%,USA,Analyze,049a8096-65e8-4a41-9525-304f4aeab8c9
184,SCCO,Southern Copper Corp,Common stocks,Large cap,Materials,"$43,463,595,927",6.07%,Peru,Analyze,05e1cee6-c65e-4852-a453-98de9984b41e
185,MSI,Motorola Solutions Inc,Common stocks,Large cap,Information Technology,"$43,407,625,088",1.21%,USA,Analyze,3b5d8887-b16e-4504-8cf9-c9f4bde517ed
186,A,Agilent Technologies Inc,Common stocks,Large cap,Health Care,"$43,310,735,391",0.57%,USA,Analyze,2095bd69-d441-4da8-a014-5af9bcbf5394
187,COF,Capital One Financial Corp,Common stocks,Large cap,Financials,"$43,292,252,036",2.62%,USA,Analyze,3fce952c-ccb7-4eb2-ab33-2563bce658bb
188,LULU,Lululemon Athletica Inc,Common stocks,Large cap,Consumer Discretionary,"$43,277,041,105",0.00%,USA,Analyze,1e6ea418-e7cf-4450-9b24-32649f939b4d
189,FDX,FedEx Corporation,Common stocks,Large cap,Industrials,"$43,196,485,472",2.27%,USA,Analyze,e988f084-7653-4e65-8768-b3b7d24d6290
190,ECL,Ecolab Inc,Common stocks,Large cap,Materials,"$43,188,478,738",1.34%,USA,Analyze,666a0605-e80c-4686-8d10-f3015131ea6a
191,KMB,Kimberly Clark Corp,Common stocks,Large cap,Consumer Staples,"$43,124,739,771",3.57%,USA,Analyze,8cdd3bb0-d16f-4603-a43a-d97f42281de4
192,HES,Hess Corp,Common stocks,Large cap,Energy,"$43,113,855,885",0.98%,USA,Analyze,644a7491-18f6-420c-9657-83c6976818dc
193,TRV,Travelers Companies Inc,Common stocks,Large cap,Financials,"$42,955,901,333",1.96%,USA,Analyze,982363e9-64bb-4685-848a-601929664e5c
194,SYY,Sysco Corp,Common stocks,Large cap,Consumer Staples,"$42,690,096,390",2.26%,USA,Analyze,7a17aeb7-e6f5-4cb2-8e15-c7fc7f9f9684
195,RSG,Republic Services Inc,Common stocks,Large cap,Industrials,"$42,612,726,220",1.38%,USA,Analyze,130f201d-8037-42e1-a38a-7a4bf74398a2
196,FTNT,Fortinet Inc,Common stocks,Large cap,Information Technology,"$42,491,426,638",0.00%,USA,Analyze,2346aaa6-b39f-480c-a42c-58134a6f349a
197,ENPH,Enphase Energy Inc,Common stocks,Large cap,Information Technology,"$42,034,364,641",0.00%,USA,Analyze,69cbc174-ead1-49a9-9c72-a8f015de474f
198,BIIB,Biogen Inc,Common stocks,Large cap,Health Care,"$41,861,208,143",0.00%,USA,Analyze,72d04b2c-2c0f-4ff3-87ff-860851b1f5d5
199,LNG,Cheniere Energy Inc,Common stocks,Large cap,Energy,"$41,605,691,812",0.83%,USA,Analyze,c3580145-6646-441c-b3b5-3c22c6d6d052
200,IQV,"IQVIA Holdings, Inc.",Common stocks,Large cap,Health Care,"$41,342,014,319",0.00%,USA,Analyze,337dadde-95ac-4bc7-8e0a-78452e3f3e38
201,O,Realty Income Corporation,REITs,Large cap,Real Estate,"$40,997,047,894",4.45%,USA,Analyze,8118ec86-3d0b-46f2-a025-f362a3616440
202,WMB,Williams Inc,Common stocks,Large cap,Energy,"$40,960,585,017",4.92%,USA,Analyze,aafdc2e8-682b-4182-af85-77215712861e
203,KMI,Kinder Morgan Inc,Common stocks,Large cap,Energy,"$40,908,905,692",5.92%,USA,Analyze,346c3dc3-2ef4-470f-aa67-0471cffeb299
204,ABNB,"Airbnb, Inc.",Common stocks,Large cap,Consumer Discretionary,"$40,780,472,525",0.00%,USA,Analyze,f1c1cfe5-c598-4499-9182-818eee5a9c1b
205,CMG,Chipotle Mexican Grill Inc,Common stocks,Large cap,Consumer Discretionary,"$40,775,538,063",0.00%,USA,Analyze,da53f1f6-29b2-4d20-bb4e-05da9d508259
206,MSCI,MSCI Inc,Common stocks,Large cap,Financials,"$40,754,677,210",0.90%,USA,Analyze,8258c09e-7967-4401-b725-98c9b02a5040
207,TT,Trane Technologies plc,Common stocks,Large cap,Industrials,"$40,711,420,714",1.46%,USA,Analyze,8db4ad3d-124e-4c74-bed8-1f37f712fdb8
208,AJG,Arthur J Gallagher,Common stocks,Large cap,Financials,"$40,692,120,000",1.04%,USA,Analyze,444ca1ba-7da5-4d32-aa73-317da8dddc5b
209,MCHP,Microchip Technology Inc,Common stocks,Large cap,Information Technology,"$40,656,643,843",1.43%,USA,Analyze,c6f91e5b-08c0-40cf-bdba-0f23ffeedf01
210,PRU,Prudential Financial Inc,Common stocks,Large cap,Financials,"$39,640,960,000",4.33%,USA,Analyze,62aeb5d1-0699-4bb3-a8af-ec7cd3cada9a
211,SPG,"Simon Property Group, Inc",REITs,Large cap,Real Estate,"$39,246,572,752",5.50%,USA,Analyze,ecc706d4-d40f-413d-8a3d-55169be36121
212,PH,Parker-Hannifin Corp,Common stocks,Large cap,Industrials,"$38,948,026,327",1.64%,USA,Analyze,d15c5b7f-fae5-4fe4-8f2d-ce4978cb2c51
213,ANET,Arista Networks Inc,Common stocks,Large cap,Information Technology,"$38,801,610,780",0.00%,USA,Analyze,74afdd4e-9ddb-4495-af9a-5c6920522182
214,EXC,Exelon Corp,Common stocks,Large cap,Utilities,"$38,755,939,170",3.26%,USA,Analyze,cd787238-4c2f-4142-a37e-2ba33e664c44
215,FIS,Fidelity National Information Services,Common stocks,Large cap,Information Technology,"$37,976,285,184",2.79%,USA,Analyze,a47de422-8c35-48f4-b7d5-09c568369f1a
216,XEL,Xcel Energy Inc,Common stocks,Large cap,Utilities,"$37,820,343,559",2.75%,USA,Analyze,b526ce15-3f19-42d2-82ce-7baae4501dbc
217,ILMN,Illumina Inc,Common stocks,Large cap,Health Care,"$37,766,157,000",0.00%,USA,Analyze,49945af2-ee94-496f-9b18-18ab01f90033
218,ALB,Albemarle Corp,Common stocks,Large cap,Materials,"$37,579,101,731",0.49%,USA,Analyze,bc550e72-c826-445a-a46c-2e044dd41049
219,HLT,Hilton Worldwide Holdings Inc,Common stocks,Large cap,Consumer Discretionary,"$36,949,701,043",0.33%,USA,Analyze,48f54d10-f145-4e58-bdc1-9d84aec1d5a5
220,NEM,Newmont Corporation,Common stocks,Large cap,Materials,"$36,837,414,506",4.67%,USA,Analyze,adbc3ce0-dd0d-4a7a-92e0-88c1f127cbcb
221,DLTR,Dollar Tree Inc,Common stocks,Large cap,Consumer Discretionary,"$36,528,597,731",0.00%,USA,Analyze,aa2dfea3-ff4e-46fc-834a-9da5f1e7ff7e
222,NUE,Nucor Corp,Common stocks,Large cap,Materials,"$36,396,028,194",1.43%,USA,Analyze,aa0acacd-2bc8-4601-9d95-24a6c66e2e50
223,MRVL,Marvell Technology Group Ltd,Common stocks,Large cap,Information Technology,"$36,363,390,000",0.56%,USA,Analyze,534941b7-7e58-499a-adf4-2a0918b18bd4
224,CARR,Carrier Global Corporation,Common stocks,Large cap,Industrials,"$36,360,650,672",1.37%,USA,Analyze,f1fbb544-b927-44a7-b481-6a54ead0929e
225,SQ,Square Inc Class A,Common stocks,Large cap,Information Technology,"$36,222,078,681",0.00%,USA,Analyze,f3acdd2f-6580-4c75-a69c-81481cc4c235
226,EA,Electronic Arts Inc,Common stocks,Large cap,Communication Services,"$35,973,254,490",0.55%,USA,Analyze,08b76305-89e9-4566-a9d3-c73f0fb4533d
227,BK,Bank Of New York Mellon Corp,Common stocks,Large cap,Financials,"$35,620,897,352",3.18%,USA,Analyze,1de7f058-a33c-42d9-9ace-358c7d0b79ab
228,PCAR,Paccar Inc,Common stocks,Large cap,Industrials,"$35,440,993,568",1.32%,USA,Analyze,225b8ff3-97c1-4665-beee-184ce2d1f293
229,AMP,Ameriprise Finance Inc,Common stocks,Large cap,Financials,"$35,283,686,500",1.46%,USA,Analyze,fe443b29-21e9-4825-8af7-4444cf1384e6
230,DOW,Dow Inc.,Common stocks,Large cap,Materials,"$35,159,813,079",5.50%,USA,Analyze,776d31c1-e278-4476-9d03-9e7125fe946c
231,YUM,Yum Brands Inc,Common stocks,Large cap,Consumer Discretionary,"$34,965,914,807",1.77%,USA,Analyze,f2e70397-8a4a-418e-b476-54c8353ac6b5
232,TDG,Transdigm Group Inc,Common stocks,Large cap,Industrials,"$34,711,264,533",0.00%,USA,Analyze,ca2d5ed5-b665-445b-938e-777040c1f9d3
233,DD,"DuPont de Nemours, Inc.",Common stocks,Large cap,Materials,"$34,601,350,228",1.84%,USA,Analyze,fa1afdfc-8091-4dbb-ba85-e559c0c28e14
234,ALL,Allstate Corp,Common stocks,Large cap,Financials,"$34,527,634,439",2.56%,USA,Analyze,7d3e4e93-5860-498c-9f7b-9fe44c6fe2c8
235,IDXX,Idexx Laboratories Inc,Common stocks,Large cap,Health Care,"$34,456,823,129",0.00%,USA,Analyze,44c1cab8-bf03-4a23-bcab-ac15f0422279
236,KR,Kroger,Common stocks,Large cap,Consumer Staples,"$34,437,442,007",1.84%,USA,Analyze,d5bd04b5-a963-4e20-bce4-7a1d916d78fd
237,HAL,Halliburton,Common stocks,Large cap,Energy,"$34,333,248,638",1.07%,USA,Analyze,38dc15e8-071c-4544-88b3-f633f0a69a4f
238,CSGP,Costar Group Inc,Common stocks,Large cap,Industrials,"$34,227,035,450",0.00%,USA,Analyze,6af8f418-27b0-464d-bc5a-5b73b2854a43
239,CMI,Cummins Inc,Common stocks,Large cap,Industrials,"$34,145,768,724",2.42%,USA,Analyze,2859bed7-51fe-48e7-8e27-db2512e11a8b
240,ODFL,Old Dominion Freight Line Inc,Common stocks,Large cap,Industrials,"$33,766,498,132",0.36%,USA,Analyze,89d8ed83-f7e2-438a-929c-c2fe90c5668c
241,ROST,Ross Stores Inc,Common stocks,Large cap,Consumer Discretionary,"$33,710,210,055",1.24%,USA,Analyze,ca7ec3b0-1830-45ff-b8ec-a598e91651df
242,BF.B,Brown Forman Inc Class B,Common stocks,Large cap,Consumer Staples,"$33,575,242,308",1.07%,USA,Analyze,bf957751-5018-4f7e-9d63-378042461342
243,BF.A,Brown Forman Inc Class A,Common stocks,Large cap,Consumer Staples,"$33,575,242,308",1.06%,USA,Analyze,b80bfd5d-7b38-48f5-bc2c-33c2e77c9cff
244,GFS,GlobalFoundries Inc,Common stocks,Large cap,Information Technology,"$33,346,728,149",0.00%,USA,Analyze,dd8a4a80-c6ab-45b6-a44a-c8ff86881228
245,WBA,Walgreen Boots Alliance Inc,Common stocks,Large cap,Consumer Staples,"$33,286,655,873",4.88%,USA,Analyze,f66018f3-7e46-498e-8ed2-27e2a36eb26e
246,WELL,Welltower Inc,REITs,Large cap,Real Estate,"$33,104,852,507",1.73%,USA,Analyze,9b2ff74c-6f46-415d-a226-0c72488c8a0d
247,RMD,Resmed Inc,Common stocks,Large cap,Health Care,"$32,985,188,307",0.76%,USA,Analyze,907bdbe3-5244-4448-8357-32296972d426
248,NDAQ,Nasdaq Inc,Common stocks,Large cap,Financials,"$32,527,617,416",1.14%,USA,Analyze,8decc068-5bfd-4cc6-bb2c-f2efd3119536
249,AME,Ametek Inc,Common stocks,Large cap,Industrials,"$32,307,780,570",0.61%,USA,Analyze,348f512d-cbcc-4065-a0dc-e6047cabccd5
250,MTD,Mettler Toledo Inc,Common stocks,Large cap,Health Care,"$32,307,623,989",0.00%,USA,Analyze,38446aee-b7a1-45b4-b7ac-b5a13f1b5cb1
251,ED,Consolidated Edison Inc,Common stocks,Large cap,Utilities,"$32,274,776,026",3.42%,USA,Analyze,d6d63722-72cb-4044-8759-f8a9c9cf468c
252,SBAC,SBA Communications Corporation,REITs,Large cap,Real Estate,"$32,051,729,266",0.91%,USA,Analyze,aae986c8-703b-4c61-a7da-d8e15726a2c1
253,ABC,AmerisourceBergen Corp,Common stocks,Large cap,Health Care,"$31,879,713,195",1.49%,USA,Analyze,2db426d6-099b-4406-a76f-547e00f4e35b
254,OTIS,Otis Worldwide Corporation,Common stocks,Large cap,Industrials,"$31,493,907,421",1.39%,USA,Analyze,2a872bbd-1877-446d-a7e6-72f4356fe316
255,ON,ON Semiconductor Corp,Common stocks,Large cap,Information Technology,"$31,476,111,879",0.00%,USA,Analyze,dad8fa2c-1e8d-4cb9-b354-1f0b91a4193e
256,VICI,VICI Properties Inc,REITs,Large cap,Real Estate,"$31,416,251,802",4.43%,USA,Analyze,6914945d-e863-4ac2-9ad3-a21f828e823a
257,LVS,Las Vegas Sands Corp,Common stocks,Large cap,Consumer Discretionary,"$31,369,024,973",0.00%,USA,Analyze,660f0d89-f490-4b29-a44c-ed10ba738662
258,DLR,"Digital Realty Trust, Inc",REITs,Large cap,Real Estate,"$31,222,043,842",4.37%,USA,Analyze,7fcf5e7b-94d6-4266-b275-a48b03ab161f
259,CEG,Constellation Energy Corporation,Common stocks,Large cap,Utilities,"$31,112,482,530",0.44%,USA,Analyze,3d6d83c4-f48e-4242-95c2-2790a36a3123
260,WDAY,Workday Inc,Common stocks,Large cap,Information Technology,"$30,779,130,000",0.00%,USA,Analyze,260c451b-fe7b-430e-bed2-22479ea86cd0
261,GWW,W.W. Grainger Inc,Common stocks,Large cap,Industrials,"$30,740,993,024",1.11%,USA,Analyze,85be8a53-8091-46b5-8e65-0db19248e8d2
262,KEYS,Keysight Technologies Inc,Common stocks,Large cap,Information Technology,"$30,701,108,380",0.00%,USA,Analyze,20cd67a9-6c2d-4d9e-aee7-e18367ed10fb
263,BKR,Baker Hughes Company Class A,Common stocks,Large cap,Energy,"$30,624,877,648",2.36%,USA,Analyze,9a39150c-b9c2-434a-bdf0-f91bf2160574
264,ROK,Rockwell Automation Inc,Common stocks,Large cap,Industrials,"$30,495,716,122",2.11%,USA,Analyze,ae324050-bc65-4b48-89da-307ef014f1ef
265,RIVN,"Rivian Automotive, Inc.  Class A",Common stocks,Large cap,Consumer Discretionary,"$29,939,740,064",0.00%,USA,Analyze,acc0099d-bae4-4589-936c-e36c5c5321ed
266,FAST,Fastenal,Common stocks,Large cap,Industrials,"$29,709,054,976",2.37%,USA,Analyze,1ee6dffc-b98f-472e-b471-a755090655a7
267,WEC,WEC Energy Group Inc,Common stocks,Large cap,Utilities,"$29,698,161,094",3.06%,USA,Analyze,544a0a3b-439d-487e-9a17-56494a627ece
268,PEG,Public Service Enterprise Group Inc,Common stocks,Large cap,Utilities,"$29,697,488,763",3.54%,USA,Analyze,075d5452-30d3-488a-9317-2caefd9b7524
269,APTV,Aptiv Plc,Common stocks,Large cap,Consumer Discretionary,"$29,620,207,976",0.00%,Ireland,Analyze,04920359-1400-4845-95de-39902b83f8ea
270,DFS,Discover Financial Services,Common stocks,Large cap,Financials,"$29,595,814,865",2.02%,USA,Analyze,15b103fe-001e-41ba-b11d-8b492edc58d6
271,HPQ,HP Inc,Common stocks,Large cap,Information Technology,"$29,474,007,690",3.37%,USA,Analyze,3bd10275-c3ce-4622-967f-3276cd9ffd20
272,PCG,Pacific Gas & Electric Co.,Common stocks,Large cap,Utilities,"$29,471,900,000",0.00%,USA,Analyze,f87d7cd7-a842-47cc-9b32-c607d96e7dfb
273,CTSH,Cognizant Technology Solutions,Common stocks,Large cap,Information Technology,"$29,442,558,839",1.82%,USA,Analyze,e33cca08-3bea-4ba2-95ef-af7eef48de24
274,MTB,M&T Bank Corp,Common stocks,Large cap,Financials,"$29,377,064,845",2.80%,USA,Analyze,d387ac65-e9b5-4da5-b825-807ececa75b7
275,PPG,PPG Industries Inc,Common stocks,Large cap,Materials,"$29,333,769,045",1.92%,USA,Analyze,8368273d-3d3e-457e-bcf0-96ea3d62f0aa
276,STT,State Street Corp,Common stocks,Large cap,Financials,"$29,303,840,139",2.89%,USA,Analyze,c82b1511-cfdc-49e2-94fe-6eb255dd2752
277,CRWD,"CrowdStrike Holdings, Inc. - Class A",Common stocks,Large cap,Information Technology,"$29,165,798,268",0.00%,USA,Analyze,4b4d198e-fe71-487c-8e3b-584732a2bfaa
278,DHI,D R Horton Inc,Common stocks,Large cap,Consumer Discretionary,"$29,160,646,389",1.07%,USA,Analyze,f11ceb10-cd83-4c75-86c9-022b587f2b65
279,GLW,Corning Inc,Common stocks,Large cap,Information Technology,"$28,673,005,646",2.37%,USA,Analyze,b1da369e-90cb-4066-9b6c-552b090e112b
280,OKE,Oneok Inc,Common stocks,Large cap,Energy,"$28,336,873,583",5.76%,USA,Analyze,4e0f05f4-4c50-4dad-a69b-41729ec1a6a9
281,VRSK,Verisk Analytics Inc,Common stocks,Large cap,Industrials,"$28,323,421,625",0.67%,USA,Analyze,00149183-52b3-4605-8914-52abab7820d5
282,FANG,Diamondback Energy Inc,Common stocks,Large cap,Energy,"$28,209,051,922",1.26%,USA,Analyze,00815789-becf-4d44-8733-032d602a33d8
283,TROW,T Rowe Price Group Inc,Common stocks,Large cap,Financials,"$27,854,888,816",3.70%,USA,Analyze,94a817dc-1cdb-42e6-a803-8de1bb2505d4
284,GPN,Global Payments Inc,Common stocks,Large cap,Information Technology,"$27,821,573,912",0.97%,USA,Analyze,40291dfb-a193-46ea-9d1b-f5f7435d2042
285,ES,Eversource Energy,Common stocks,Large cap,Utilities,"$27,558,082,754",3.14%,USA,Analyze,5aae4fff-41a5-4dab-8ddb-f7730f9cb0f8
286,LYB,Lyondellbasell Industries NV,Common stocks,Large cap,Materials,"$27,339,427,395",5.34%,USA,Analyze,c9887f91-88b5-4cfc-bd0c-208d81361f07
287,BAX,Baxter International Inc,Common stocks,Large cap,Health Care,"$27,086,408,381",2.11%,USA,Analyze,d64d2146-fe51-48e4-8eb9-0fe99668c37f
288,IT,Gartner Inc,Common stocks,Large cap,Information Technology,"$26,939,411,142",0.00%,USA,Analyze,c090bf3f-4dac-4107-aeef-f39e97ff5ea2
289,CLR,Continental Resources Inc,Common stocks,Large cap,Energy,"$26,881,610,858",1.33%,USA,Analyze,dd9a684d-de40-4957-a5eb-838eb3e189c8
290,AWK,American Water Works Inc,Common stocks,Large cap,Utilities,"$26,821,429,694",1.73%,USA,Analyze,b7da9d4f-4fff-42fb-8429-b53f99b1e3ae
291,RJF,Raymond James Inc,Common stocks,Large cap,Financials,"$26,757,982,632",1.09%,USA,Analyze,4e0f1eb9-3223-49bf-b7e0-803889ea3fef
292,VEEV,Veeva Systems Inc Class A,Common stocks,Large cap,Health Care,"$26,387,496,448",0.00%,USA,Analyze,9ff60b7b-3d13-4cb4-ae6b-93249ccb50f8
293,WBD,"Warner Bros. Discovery, Inc. - Series A",Common stocks,Large cap,Communication Services,"$26,226,676,962",0.00%,USA,Analyze,e85a9b9d-6702-449b-a12f-18611e95719c
294,ALNY,Alnylam Pharmaceuticals Inc,Common stocks,Large cap,Health Care,"$26,137,348,313",0.00%,USA,Analyze,9bb14a9f-5386-4bc7-83a9-80246a43f296
295,HRL,Hormel Foods Corp,Common stocks,Large cap,Consumer Staples,"$25,988,081,998",2.17%,USA,Analyze,e4a542ca-0e11-454a-9b23-08823027fbb5
296,GPC,Genuine Parts,Common stocks,Large cap,Consumer Discretionary,"$25,719,597,788",1.90%,USA,Analyze,1d89068f-dbd0-4c25-862e-24cc6f9be761
297,ARE,"Alexandria Real Estate Equities, Inc",REITs,Large cap,Real Estate,"$25,200,523,848",3.00%,USA,Analyze,36114908-549e-4eab-ab86-5bb8824c79f9
298,LEN.B,Lennar Corporation Class B,Common stocks,Large cap,Consumer Discretionary,"$25,148,003,974",2.06%,USA,Analyze,6a98d17c-ca46-429e-b1fc-b5fb838f3674
299,LEN,Lennar Corporation Class A,Common stocks,Large cap,Consumer Discretionary,"$25,148,003,974",1.68%,USA,Analyze,a5c82434-4cbd-4385-a4de-480939e6a4be
300,WTW,Willis Towers Watson Public Limited Company,Common stocks,Large cap,Financials,"$25,124,116,587",1.40%,USA,Analyze,e19afb3f-1e01-491f-9adb-baf245c4c0f1
301,CDW,CDW Corp,Common stocks,Large cap,Information Technology,"$25,115,027,161",1.07%,USA,Analyze,644fbd42-9972-410e-8bde-2fbeded7fa0d
302,SIRI,Sirius Xm Holdings Inc,Common stocks,Large cap,Communication Services,"$24,931,933,266",1.40%,USA,Analyze,5c7b953c-a794-4349-84a1-3a7609b13420
303,FITB,Fifth Third Bancorp,Common stocks,Large cap,Financials,"$24,909,316,864",3.34%,USA,Analyze,f3da6932-a31e-4135-909e-6dcce00dfc1e
304,IFF,International Flavors & Fragrances,Common stocks,Large cap,Materials,"$24,491,674,023",3.27%,USA,Analyze,aeab8241-8527-4898-be3c-0ae6cb5a85e8
305,CBRE,CBRE Group Inc,Common stocks,Large cap,Real Estate,"$24,397,546,104",0.00%,USA,Analyze,d2be8e45-297b-4038-9e69-c049e884c450
306,SGEN,Seattle Genetics Inc,Common stocks,Large cap,Health Care,"$24,333,241,925",0.00%,USA,Analyze,6472f1e5-1edd-4443-98ec-cb5e333b6e4d
307,EBAY,Ebay Inc,Common stocks,Large cap,Consumer Discretionary,"$24,235,154,825",1.87%,USA,Analyze,aa7e3b0b-fc04-4d2e-a986-e5c2e6f1b2fb
308,WY,Weyerhaeuser Company,REITs,Large cap,Real Estate,"$24,182,232,620",2.13%,USA,Analyze,2102eefa-14c8-4a6b-9c95-22081a914b11
309,EQR,Equity Residential,REITs,Large cap,Real Estate,"$24,175,473,312",3.82%,USA,Analyze,a127d5e8-222d-4937-bae9-22d2b791ba7f
310,K,Kellogg,Common stocks,Large cap,Consumer Staples,"$24,154,612,200",3.25%,USA,Analyze,352994ab-5ac7-41f5-8e8f-6dc87def8950
311,AVB,"AvalonBay Communities, Inc",REITs,Large cap,Real Estate,"$24,037,162,849",3.66%,USA,Analyze,f1504af5-ffe4-4099-bd94-f140af403ca9
312,FTV,Fortive Corp,Common stocks,Large cap,Industrials,"$24,023,580,379",0.41%,USA,Analyze,9107beb5-2d1b-43d7-97d1-b4b1ba2ab6a4
313,VMC,Vulcan Materials,Common stocks,Large cap,Materials,"$23,932,539,361",0.87%,USA,Analyze,d7782c97-4cf8-48e6-9ece-b9cd9752e8f2
314,URI,United Rentals Inc,Common stocks,Large cap,Industrials,"$23,905,188,182",0.00%,USA,Analyze,df1ae3bc-40b1-4b9a-81b3-82bf3fffe6cb
315,TSN,Tyson Foods Inc Class A,Common stocks,Large cap,Consumer Staples,"$23,901,009,800",2.75%,USA,Analyze,f82caa72-16b7-4750-b9bc-cfe8a7518d13
316,ZBH,Zimmer Biomet Holdings Inc,Common stocks,Large cap,Health Care,"$23,692,335,057",0.85%,USA,Analyze,e529393f-a753-435a-b72e-2252f19f7281
317,HIG,Hartford Financial Services Group,Common stocks,Large cap,Financials,"$23,634,750,425",2.06%,USA,Analyze,d4fcdc60-3d6d-42d5-aa82-eebc217034a9
318,TSCO,Tractor Supply,Common stocks,Large cap,Consumer Discretionary,"$23,262,454,765",1.55%,USA,Analyze,09b69aa8-e0e4-4c55-bcfa-74ccb81ef318
319,LUV,Southwest Airlines,Common stocks,Large cap,Industrials,"$23,049,452,795",0.00%,USA,Analyze,09bc1a2d-534d-49d4-add7-e0eb3be8e640
320,EIX,Edison International,Common stocks,Large cap,Utilities,"$23,023,224,095",4.57%,USA,Analyze,9b5e7ab0-362f-4a63-8acb-e790fe86f4bd
321,EFX,Equifax Inc,Common stocks,Large cap,Industrials,"$22,996,100,400",0.83%,USA,Analyze,7270f936-d4fb-463f-80e5-ea7796c3fb93
322,PFG,Principal Financial Group Inc,Common stocks,Large cap,Financials,"$22,907,202,800",2.70%,USA,Analyze,90f5a598-5eff-4bbe-b413-f3704f31e58c
323,DAL,Delta Air Lines Inc,Common stocks,Large cap,Industrials,"$22,755,774,967",0.00%,USA,Analyze,b9a6444e-ce3e-4186-be32-b82814d2b418
324,FRC,First Republic Bank,Common stocks,Large cap,Financials,"$22,723,525,123",0.81%,USA,Analyze,1ed9ce37-61be-491f-98cd-ff33e6a30019
325,ETR,Entergy Corp,Common stocks,Large cap,Utilities,"$22,594,825,606",4.52%,USA,Analyze,acdffb19-1497-483c-b95c-83006789021f
326,MLM,Martin Marietta Materials Inc,Common stocks,Large cap,Materials,"$22,528,987,411",0.69%,USA,Analyze,2a169fca-0e12-40da-9c53-d48ebd6130b3
327,DTE,DTE Energy,Common stocks,Large cap,Utilities,"$22,384,949,640",3.03%,USA,Analyze,dbdcc112-a46e-487a-9dca-c2825c725089
328,DDOG,"Datadog, Inc. - Class A",Common stocks,Large cap,Information Technology,"$22,347,654,675",0.00%,USA,Analyze,417571a0-be77-475e-a15f-411fd4b1d79f
329,FE,Firstenergy Corp,Common stocks,Large cap,Utilities,"$22,292,657,073",3.94%,USA,Analyze,beaf5459-e4e8-4b3b-b933-faf50a18bcd4
330,AEE,Ameren Corp,Common stocks,Large cap,Utilities,"$22,051,941,016",2.71%,USA,Analyze,6a51457e-2765-451c-868b-6d0c5dcd7448
331,MKC,McCormick & Co  Non-voting,Common stocks,Large cap,Consumer Staples,"$21,961,236,863",1.80%,USA,Analyze,4627f8f7-290d-4710-a9e1-7b68befae15a
332,HBAN,Huntington Bancshares Inc,Common stocks,Large cap,Financials,"$21,900,705,991",4.02%,USA,Analyze,1a69a27f-8b5c-4659-afda-bd58d2638e43
